time,torque,rpm
1746110501.118836,27.0,52.0
1746110501.159197,28.0,51.0
1746110501.199417,27.0,52.0
1746110501.238087,28.0,61.0
1746110501.278202,27.0,60.0
1746110501.318446,27.0,56.0
1746110501.358699,27.0,63.0
1746110501.398934,27.0,67.0
1746110501.439234,27.0,65.0
1746110501.477916,27.0,73.0
1746110501.518024,27.0,76.0
1746110501.558316,27.0,78.0
1746110501.598566,27.0,78.0
1746110501.638766,25.0,82.0
1746110501.679052,27.0,83.0
1746110501.71779,27.0,83.0
1746110501.757911,27.0,89.0
1746110501.798153,27.0,92.0
1746110501.838432,27.0,94.0
1746110501.878625,27.0,97.0
1746110501.918965,25.0,94.0
1746110501.9576,23.0,98.0
1746110501.997717,23.0,100.0
1746110502.037999,23.0,106.0
1746110502.078155,23.0,109.0
1746110502.118563,23.0,109.0
1746110502.158814,23.0,107.0
1746110502.197633,22.0,109.0
1746110502.237848,23.0,118.0
1746110502.277845,25.0,128.0
1746110502.318148,23.0,121.0
1746110502.358416,23.0,121.0
1746110502.398623,23.0,120.0
1746110502.437302,23.0,131.0
1746110502.479272,25.0,130.0
1746110502.518112,23.0,125.0
1746110502.557963,23.0,124.0
1746110502.598243,23.0,132.0
1746110502.63854,23.0,138.0
1746110502.677506,23.0,137.0
1746110502.717217,23.0,139.0
1746110502.757495,23.0,132.0
1746110502.798179,23.0,137.0
1746110502.838075,23.0,142.0
1746110502.878362,22.0,145.0
1746110502.916948,23.0,144.0
1746110502.957053,23.0,145.0
1746110502.997316,23.0,149.0
1746110503.037636,23.0,152.0
1746110503.078308,23.0,155.0
1746110503.118534,23.0,158.0
1746110503.156893,23.0,162.0
1746110503.196968,23.0,160.0
1746110503.237178,23.0,163.0
1746110503.277449,25.0,164.0
1746110503.317764,25.0,167.0
1746110503.358985,23.0,165.0
1746110503.39665,25.0,169.0
1746110503.436789,25.0,171.0
1746110503.477078,23.0,175.0
1746110503.517283,25.0,180.0
1746110503.557605,23.0,178.0
1746110503.597891,25.0,181.0
1746110503.636472,25.0,181.0
1746110503.676538,23.0,185.0
1746110503.71684,23.0,190.0
1746110503.757226,23.0,187.0
1746110503.79743,23.0,190.0
1746110503.837727,22.0,195.0
1746110503.876293,23.0,199.0
1746110503.916444,23.0,203.0
1746110503.956674,25.0,202.0
1746110503.996977,25.0,198.0
1746110504.037291,23.0,200.0
1746110504.077566,23.0,203.0
1746110504.116141,23.0,208.0
1746110504.156297,25.0,215.0
1746110504.196597,23.0,214.0
1746110504.23684,23.0,211.0
1746110504.277173,23.0,215.0
1746110504.317441,23.0,218.0
1746110504.356041,23.0,218.0
1746110504.396132,23.0,224.0
1746110504.436364,23.0,226.0
1746110504.47665,23.0,223.0
1746110504.51695,23.0,227.0
1746110504.557298,22.0,228.0
1746110504.595801,22.0,231.0
1746110504.635947,22.0,235.0
1746110504.676219,22.0,235.0
1746110504.716515,23.0,234.0
1746110504.756845,22.0,240.0
1746110504.797122,22.0,241.0
1746110504.835685,22.0,242.0
1746110504.875703,23.0,246.0
1746110504.916102,22.0,244.0
1746110504.956315,22.0,248.0
1746110504.996631,22.0,249.0
1746110505.036944,20.0,245.0
1746110505.075536,18.0,247.0
1746110505.115564,17.0,247.0
1746110505.155989,17.0,261.0
1746110505.196263,17.0,253.0
1746110505.236473,17.0,253.0
1746110505.276765,17.0,255.0
1746110505.315339,17.0,253.0
1746110505.355479,17.0,258.0
1746110505.395895,17.0,257.0
1746110505.43606,17.0,258.0
1746110505.476417,15.0,259.0
1746110505.516655,17.0,258.0
1746110505.555222,15.0,257.0
1746110505.595244,17.0,261.0
1746110505.635649,17.0,265.0
1746110505.67593,17.0,261.0
1746110505.716362,13.0,253.0
1746110505.756525,11.0,260.0
1746110505.795475,-0.0,251.0
1746110505.835135,-0.0,253.0
1746110505.875455,-0.0,265.0
1746110505.916607,-0.0,253.0
1746110505.956195,-0.0,249.0
1746110505.996396,-0.0,257.0
1746110506.035021,-0.0,252.0
1746110506.075107,-0.0,245.0
1746110506.115357,-0.0,248.0
1746110506.155642,5.0,260.0
1746110506.196057,5.0,234.0
1746110506.236293,11.0,252.0
1746110506.274794,11.0,235.0
1746110506.314945,13.0,256.0
1746110506.355192,18.0,243.0
1746110506.395433,23.0,248.0
1746110506.435848,23.0,246.0
1746110506.476202,23.0,246.0
1746110506.514671,23.0,251.0
1746110506.554782,22.0,247.0
1746110506.595506,23.0,256.0
1746110506.635664,23.0,254.0
1746110506.675706,20.0,254.0
1746110506.71597,20.0,261.0
1746110506.754764,20.0,258.0
1746110506.795132,18.0,253.0
1746110506.834929,20.0,263.0
1746110506.875318,17.0,259.0
1746110506.915713,17.0,259.0
1746110506.955876,17.0,262.0
1746110506.99437,17.0,263.0
1746110507.034469,18.0,264.0
1746110507.07477,17.0,265.0
1746110507.115066,13.0,260.0
1746110507.155816,5.0,255.0
1746110507.196043,-0.0,256.0
1746110507.23423,-0.0,248.0
1746110507.274329,-0.0,261.0
1746110507.314574,-0.0,258.0
1746110507.355279,-0.0,258.0
1746110507.39633,-0.0,251.0
1746110507.43589,5.0,247.0
1746110507.473984,6.0,267.0
1746110507.513963,6.0,256.0
1746110507.554298,6.0,253.0
1746110507.595156,11.0,245.0
1746110507.63506,13.0,240.0
1746110507.67536,13.0,245.0
1746110507.713804,11.75,239.0
1746110507.75381,13.0,246.0
1746110507.794086,11.0,245.0
1746110507.834383,11.75,243.0
1746110507.874726,13.0,239.0
1746110507.915089,13.0,242.0
1746110507.953639,13.0,248.0
1746110507.993618,11.0,241.0
1746110508.034002,13.0,242.0
1746110508.074298,13.0,239.0
1746110508.114633,13.0,245.0
1746110508.154859,15.0,244.0
1746110508.193514,15.0,245.0
1746110508.233581,17.0,254.0
1746110508.274151,18.0,247.0
1746110508.314181,18.0,246.0
1746110508.354389,18.0,247.0
1746110508.396417,18.0,249.0
1746110508.433363,17.0,253.0
1746110508.473346,18.0,255.0
1746110508.513673,18.0,250.0
1746110508.553925,17.0,252.0
1746110508.594216,18.0,257.0
1746110508.634509,18.0,255.0
1746110508.673191,20.0,255.0
1746110508.713187,18.0,248.0
1746110508.753469,18.0,256.0
1746110508.79375,18.0,258.0
1746110508.834039,18.0,263.0
1746110508.874375,18.0,261.0
1746110508.913001,20.0,261.0
1746110508.952981,18.0,257.0
1746110508.993276,18.0,259.0
1746110509.033565,17.0,261.0
1746110509.07386,18.0,263.0
1746110509.114151,18.0,267.0
1746110509.152829,17.0,264.0
1746110509.192862,18.0,265.0
1746110509.233163,17.0,267.0
1746110509.273451,18.0,262.0
1746110509.313705,18.0,264.0
1746110509.354003,18.0,260.0
1746110509.392694,18.0,271.0
1746110509.432863,18.0,270.0
1746110509.473109,18.0,267.0
1746110509.513295,17.0,263.0
1746110509.553568,15.0,268.0
1746110509.593875,17.0,272.0
1746110509.632709,17.0,274.0
1746110509.673054,17.0,271.0
1746110509.713286,18.0,271.0
1746110509.753116,17.0,267.0
1746110509.793466,17.0,274.0
1746110509.833795,17.0,273.0
1746110509.872381,17.0,272.0
1746110509.912504,15.0,272.0
1746110509.953179,15.0,271.0
1746110509.993082,13.0,273.0
1746110510.03325,13.0,278.0
1746110510.073588,7.375,277.0
1746110510.112232,-0.0,258.0
1746110510.152382,-0.0,267.0
1746110510.192659,-0.0,273.0
1746110510.233347,-0.0,259.0
1746110510.273239,-0.0,258.0
1746110510.313387,-0.0,262.0
1746110510.352139,-0.0,256.0
1746110510.392222,-0.0,262.0
1746110510.43252,-0.0,258.0
1746110510.472903,-0.0,249.0
1746110510.513486,-0.0,251.0
1746110510.55334,-0.0,251.0
1746110510.591942,-0.0,249.0
1746110510.632066,-0.0,248.0
1746110510.672371,-0.0,243.0
1746110510.712515,-0.0,239.0
1746110510.752953,-0.0,240.0
1746110510.793304,-0.0,238.0
1746110510.832311,-0.0,236.0
1746110510.872428,-0.0,236.0
1746110510.912215,-0.0,236.0
1746110510.953348,-0.0,230.0
1746110510.992822,-0.0,230.0
1746110511.033163,-0.0,227.0
1746110511.071785,-0.0,224.0
1746110511.111831,10.75,235.0
1746110511.152139,20.75,233.0
1746110511.192388,22.0,231.0
1746110511.23268,23.0,222.0
1746110511.273397,23.0,229.0
1746110511.311543,23.0,230.0
1746110511.351668,22.0,225.0
1746110511.391957,20.0,233.0
1746110511.432326,18.0,233.0
1746110511.472959,15.0,228.0
1746110511.512854,8.0,227.0
1746110511.551389,6.0,231.0
1746110511.591507,6.0,235.0
1746110511.631818,6.0,230.0
1746110511.672146,6.0,225.0
1746110511.712513,6.0,230.0
1746110511.752739,6.0,227.0
1746110511.791318,6.0,223.0
1746110511.831406,6.0,226.0
1746110511.871689,6.0,223.0
1746110511.912003,6.0,226.0
1746110511.9523,6.0,217.0
1746110511.993116,11.0,221.0
1746110512.03121,6.0,216.0
1746110512.071388,6.0,229.0
1746110512.111578,6.0,220.0
1746110512.15188,6.0,231.0
1746110512.192149,6.0,200.0
1746110512.233505,6.0,224.0
1746110512.271088,6.0,205.0
1746110512.31116,6.0,220.0
1746110512.351492,6.0,213.0
1746110512.391737,6.0,216.0
1746110512.432037,11.0,207.0
1746110512.472187,6.0,207.0
1746110512.510877,6.0,218.0
1746110512.551012,6.0,207.0
1746110512.591329,6.0,220.0
1746110512.631592,6.0,208.0
1746110512.671902,8.0,212.0
1746110512.712414,11.0,204.0
1746110512.750827,6.0,203.0
1746110512.790933,6.0,201.0
1746110512.831174,6.0,203.0
1746110512.871453,8.0,206.0
1746110512.911751,8.0,205.0
1746110512.952033,6.0,207.0
1746110512.99063,6.0,206.0
1746110513.030847,6.0,198.0
1746110513.07111,6.0,199.0
1746110513.111348,6.0,195.0
1746110513.151599,6.0,200.0
1746110513.192014,8.0,201.0
1746110513.230432,6.0,198.0
1746110513.270446,6.0,207.0
1746110513.310962,6.0,187.0
1746110513.351189,6.0,206.0
1746110513.391464,6.0,192.0
1746110513.432527,5.0,201.0
1746110513.470364,8.0625,193.0
1746110513.510264,6.0,189.0
1746110513.550653,8.0625,196.0
1746110513.591009,6.0,179.0
1746110513.631259,6.0,207.0
1746110513.671555,6.0,176.0
1746110513.710339,6.0,206.0
1746110513.750598,6.0,176.0
1746110513.790488,6.0,193.0
1746110513.830844,6.0,187.0
1746110513.871218,6.0,195.0
1746110513.911383,6.0,174.0
1746110513.94996,6.0,193.0
1746110513.990086,6.0,180.0
1746110514.030651,6.0,185.0
1746110514.070727,6.0,177.0
1746110514.110977,6.0,184.0
1746110514.15128,6.0,180.0
1746110514.189835,11.0,183.0
1746110514.229957,6.0,169.0
1746110514.270633,6.0,176.0
1746110514.310588,6.0,168.0
1746110514.350975,6.0,177.0
1746110514.391263,11.0,172.0
1746110514.429684,6.0,174.0
1746110514.469796,5.0,176.0
1746110514.510085,6.0,166.0
1746110514.550388,6.0,170.0
1746110514.590657,6.0,173.0
1746110514.63099,6.0,172.0
1746110514.669787,6.0,169.0
1746110514.709656,6.0,171.0
1746110514.749959,6.0,166.0
1746110514.790782,6.0,166.0
1746110514.83083,10.4375,168.0
1746110514.870887,6.0,158.0
1746110514.909404,6.0,168.0
1746110514.95,11.0,161.0
1746110514.989795,6.0,163.0
1746110515.030131,8.5,172.0
1746110515.070959,6.0,145.0
1746110515.110885,6.0,173.0
1746110515.14976,6.0,160.0
1746110515.190011,6.0,163.0
1746110515.229805,6.0,165.0
1746110515.270121,6.0,159.0
1746110515.310985,6.0,156.0
1746110515.351145,5.0,162.0
1746110515.389414,5.0,159.0
1746110515.429586,-0.0,144.0
1746110515.469832,-0.0,141.0
1746110515.510108,-0.0,155.0
1746110515.550428,-0.0,152.0
1746110515.590759,-0.0,148.0
1746110515.62933,-0.0,146.0
1746110515.669378,-0.0,145.0
1746110515.709682,-0.0,144.0
1746110515.750137,-0.0,144.0
1746110515.790544,-0.0,141.0
1746110515.830864,-0.0,138.0
1746110515.869319,-0.0,137.0
1746110515.909341,-0.0,135.0
1746110515.949659,-0.0,134.0
1746110515.990034,-0.0,133.0
1746110516.030349,-0.0,132.0
1746110516.070825,-0.0,128.0
1746110516.109314,-0.0,128.0
1746110516.149315,-0.0,123.0
1746110516.189712,-0.0,128.0
1746110516.229998,-0.0,124.0
1746110516.270287,-0.0,120.0
1746110516.310551,-0.0,119.0
1746110516.349246,-0.0,119.0
1746110516.389288,-0.0,115.0
1746110516.429551,-0.0,114.0
1746110516.46986,-0.0,112.0
1746110516.51018,-0.0,114.0
1746110516.550483,-0.0,111.0
1746110516.589178,-0.0,109.0
1746110516.629224,-0.0,105.0
1746110516.669492,-0.0,104.0
1746110516.709803,-0.0,102.0
1746110516.750178,-0.0,100.0
1746110516.790511,-0.0,98.0
1746110516.829131,-0.0,102.0
1746110516.869132,-0.0,99.0
1746110516.909489,-0.0,95.0
1746110516.949828,-0.0,92.0
1746110516.99015,-0.0,91.0
1746110517.030385,-0.0,88.0
1746110517.069086,-0.0,87.0
1746110517.10914,-0.0,86.0
1746110517.149415,-0.0,81.0
1746110517.189732,-0.0,85.0
1746110517.230034,-0.0,79.0
1746110517.270398,-0.0,72.0
1746110517.309052,-0.0,69.0
1746110517.349057,-0.0,65.0
1746110517.389411,-0.0,60.0
1746110517.429676,-0.0,59.0
1746110527.467389,32.0,53.0
1746110527.507617,32.0,56.0
1746110527.547924,34.0,57.0
1746110527.588228,32.0,61.0
1746110527.626952,30.0,58.0
1746110527.66707,32.0,67.0
1746110527.707227,32.0,71.0
1746110527.747538,32.0,74.0
1746110527.787822,32.0,77.0
1746110527.828148,32.0,79.0
1746110527.866857,34.0,79.0
1746110527.906983,34.0,86.0
1746110527.947259,34.0,92.0
1746110527.987492,32.0,94.0
1746110528.02778,32.0,97.0
1746110528.068095,34.0,102.0
1746110528.106981,35.0,107.0
1746110528.14695,34.0,112.0
1746110528.187329,32.0,108.0
1746110528.227521,34.0,117.0
1746110528.267784,35.0,122.0
1746110528.308136,34.0,130.0
1746110528.346683,34.0,125.0
1746110528.386826,34.0,129.0
1746110528.427482,34.0,135.0
1746110528.467435,34.0,141.0
1746110528.50768,34.0,140.0
1746110528.548011,34.0,139.0
1746110528.586583,30.0,143.0
1746110528.626706,34.0,159.0
1746110528.667067,34.0,158.0
1746110528.707759,32.0,154.0
1746110528.748005,34.0,168.0
1746110528.788109,34.0,173.0
1746110528.826543,34.0,169.0
1746110528.866694,34.0,177.0
1746110528.906941,34.0,181.0
1746110528.947328,34.0,179.0
1746110528.987564,32.0,191.0
1746110529.028267,34.0,196.0
1746110529.066396,34.0,192.0
1746110529.107029,32.0,199.0
1746110529.146875,32.0,201.0
1746110529.187146,34.0,208.0
1746110529.227409,34.0,202.0
1746110529.268228,34.0,211.0
1746110529.306286,34.0,212.0
1746110529.346502,34.0,222.0
1746110529.386771,32.0,214.0
1746110529.427088,34.0,214.0
1746110529.467332,35.0,233.0
1746110529.507644,32.0,222.0
1746110529.546217,34.0,235.0
1746110529.586332,34.0,233.0
1746110529.626652,32.0,227.0
1746110529.667051,30.0,237.0
1746110529.70728,34.0,275.0
1746110529.747604,30.0,227.0
1746110529.786192,32.0,262.0
1746110529.826303,32.0,247.0
1746110529.866637,32.0,247.0
1746110529.906872,32.0,279.0
1746110529.94725,32.0,260.0
1746110529.987515,34.0,286.0
1746110530.026195,35.0,268.0
1746110530.0662,35.0,299.0
1746110530.106506,37.0,278.0
1746110530.14684,37.0,281.0
1746110530.187109,35.0,291.0
1746110530.22744,34.0,291.0
1746110530.266043,34.0,301.0
1746110530.3061,28.0,310.0
1746110530.346406,27.0,296.0
1746110530.386737,28.0,301.0
1746110530.427047,27.0,314.0
1746110530.467356,27.0,327.0
1746110530.505902,27.0,322.0
1746110530.545899,22.0,309.0
1746110530.586275,22.0,311.0
1746110530.626703,20.0,320.0
1746110530.666943,20.0,328.0
1746110530.707241,20.0,334.0
1746110530.745805,22.0,330.0
1746110530.78579,20.0,323.0
1746110530.826152,22.0,331.0
1746110530.866412,20.0,339.0
1746110530.906796,20.0,335.0
1746110530.947224,22.0,338.0
1746110530.985815,22.0,341.0
1746110531.02583,20.0,342.0
1746110531.066053,20.0,343.0
1746110531.106398,20.0,350.0
1746110531.146659,20.0,349.0
1746110531.187013,22.0,351.0
1746110531.225856,22.0,349.0
1746110531.265791,20.0,348.0
1746110531.306103,20.0,355.0
1746110531.34635,20.0,361.0
1746110531.386575,22.0,357.0
1746110531.42694,22.0,360.0
1746110531.466457,22.0,357.0
1746110531.506219,22.0,363.0
1746110531.546454,22.0,364.0
1746110531.586293,25.0,368.0
1746110531.62658,27.0,371.0
1746110531.666988,32.0,382.0
1746110531.707814,37.0,379.0
1746110531.74615,37.0,398.0
1746110531.786407,40.0,383.0
1746110531.826725,40.0,385.0
1746110531.866984,42.0,392.0
1746110531.906877,42.0,399.0
1746110531.945566,40.0,397.0
1746110531.985624,40.0,411.0
1746110532.025947,42.0,421.0
1746110532.066677,39.0,419.0
1746110532.10657,39.0,415.0
1746110532.147257,39.0,426.0
1746110532.185894,37.0,431.0
1746110532.225602,35.0,430.0
1746110532.265861,37.0,447.0
1746110532.306838,35.0,443.0
1746110532.346481,35.0,446.0
1746110532.386776,35.0,450.0
1746110532.425376,34.0,456.0
1746110532.465407,32.0,463.0
1746110532.505794,30.0,462.0
1746110532.546514,30.0,466.0
1746110532.586818,30.0,473.0
1746110532.626705,28.0,471.0
1746110532.665282,25.0,469.0
1746110532.705275,27.0,462.0
1746110532.745619,27.0,486.0
1746110532.786572,25.0,496.0
1746110532.826348,25.0,475.0
1746110532.866664,25.0,492.0
1746110532.905224,25.0,497.0
1746110532.945264,25.0,494.0
1746110532.985658,23.0,508.0
1746110533.025957,25.0,517.0
1746110533.066849,25.0,497.0
1746110533.107019,25.0,504.0
1746110533.145158,25.0,509.0
1746110533.18524,27.0,514.0
1746110533.225471,25.0,511.0
1746110533.265782,25.0,522.0
1746110533.306136,27.0,526.0
1746110533.346599,25.0,517.0
1746110533.385099,25.0,531.0
1746110533.425168,23.0,530.0
1746110533.465403,25.0,535.0
1746110533.505932,25.0,531.0
1746110533.546076,25.0,541.0
1746110533.586386,27.0,545.0
1746110533.625037,25.0,541.0
1746110533.665075,25.0,545.0
1746110533.705375,27.0,548.0
1746110533.745641,25.0,550.0
1746110533.786042,23.0,552.0
1746110533.826272,27.0,565.0
1746110533.864976,27.0,557.0
1746110533.905026,25.0,556.0
1746110533.945334,27.0,552.0
1746110533.985641,27.0,564.0
1746110534.025914,27.0,581.0
1746110534.066215,27.0,570.0
1746110534.104919,27.0,577.0
1746110534.144981,27.0,579.0
1746110534.185346,27.0,577.0
1746110534.225535,28.0,584.0
1746110534.265972,27.0,588.0
1746110534.30727,27.0,589.0
1746110534.344844,30.0,598.0
1746110534.384947,30.0,616.0
1746110534.425316,30.0,592.0
1746110534.465459,32.0,592.0
1746110534.505821,30.0,611.0
1746110534.546268,30.0,624.0
1746110534.584981,30.0,622.0
1746110534.625256,30.0,625.0
1746110534.667021,32.0,607.0
1746110534.705455,30.0,607.0
1746110534.745749,32.0,598.0
1746110534.786141,30.0,610.0
1746110534.824753,30.0,613.0
1746110534.865266,30.0,622.0
1746110534.905502,28.0,623.0
1746110534.945737,30.0,605.0
1746110534.985636,30.0,625.0
1746110535.026034,28.0,623.0
1746110535.064639,28.0,614.0
1746110535.105202,30.0,607.0
1746110535.145696,30.0,619.0
1746110535.185782,30.0,639.0
1746110535.226089,30.0,615.0
1746110535.265936,30.0,623.0
1746110535.304572,32.0,647.0
1746110535.34469,30.0,637.0
1746110535.385047,30.0,619.0
1746110535.425718,32.0,625.0
1746110535.465604,35.0,653.0
1746110535.506508,34.0,624.0
1746110535.544968,34.0,671.0
1746110535.5846,35.0,620.0
1746110535.625321,25.0,658.0
1746110535.665679,1.875,605.0
1746110535.705931,-0.0,632.0
1746110535.745813,-0.0,651.0
1746110535.784396,-0.0,628.0
1746110535.824585,-0.0,610.0
1746110535.864865,23.0,665.0
1746110535.905104,27.0,647.0
1746110535.945402,34.0,625.0
1746110535.985708,42.0,671.0
1746110536.024281,42.0,661.0
1746110536.064427,42.0,658.0
1746110536.104754,44.0,670.0
1746110536.145016,44.0,657.0
1746110536.185743,42.0,671.0
1746110536.225616,40.0,664.0
1746110536.264178,40.0,680.0
1746110536.30433,40.0,684.0
1746110536.344611,37.0,687.0
1746110536.384914,34.0,678.0
1746110536.425267,35.0,694.0
1746110536.466054,34.0,695.0
1746110536.504091,34.0,703.0
1746110536.544223,35.0,720.0
1746110536.584537,34.0,686.0
1746110536.624814,34.0,726.0
1746110536.665043,34.0,690.0
1746110536.705337,34.0,747.0
1746110536.743996,35.0,701.0
1746110536.784123,35.0,734.0
1746110536.824433,39.0,737.0
1746110536.864735,28.0,737.0
1746110536.905082,17.0,688.0
1746110536.945235,-0.0,716.0
1746110536.983933,-0.0,696.0
1746110537.024076,-0.0,730.0
1746110537.064373,-0.0,703.0
1746110537.104736,8.75,708.0
1746110537.144915,36.6875,766.0
1746110537.185166,44.0,712.0
1746110537.223881,45.0,742.0
1746110537.263988,47.0,758.0
1746110537.304298,51.0,777.0
1746110537.3446,52.0,778.0
1746110537.384913,52.0,757.0
1746110537.425213,52.0,748.0
1746110537.463775,52.0,747.0
1746110537.503938,52.0,753.0
1746110537.544203,52.0,758.0
1746110537.584526,52.0,766.0
1746110537.624829,52.0,763.0
1746110537.665116,51.0,763.0
1746110537.703755,52.0,771.0
1746110537.743922,52.0,779.0
1746110537.784179,52.0,790.0
1746110537.824445,52.0,792.0
1746110537.864723,52.0,823.0
1746110537.904994,52.0,807.0
1746110537.943868,54.0,821.0
1746110537.984194,52.0,803.0
1746110538.024434,52.0,824.0
1746110538.064631,54.0,852.0
1746110538.104595,56.0,849.0
1746110538.144899,54.0,832.0
1746110538.183803,56.0,878.0
1746110538.223695,56.0,841.0
1746110538.264481,52.0,851.0
1746110538.304612,54.0,873.0
1746110538.344952,56.0,849.0
1746110538.384849,54.0,864.0
1746110538.423465,54.0,869.0
1746110538.464164,52.0,873.0
1746110538.504236,52.0,873.0
1746110538.544587,52.0,887.0
1746110538.584466,52.0,890.0
1746110538.624763,52.0,896.0
1746110538.663765,51.0,900.0
1746110538.703494,51.0,907.0
1746110538.743759,51.0,911.0
1746110538.784596,49.0,909.0
1746110538.824348,49.0,924.0
1746110538.864609,40.0,907.0
1746110538.903259,34.0,904.0
1746110538.943286,18.875,901.0
1746110538.983645,-0.0,903.0
1746110539.023993,-0.0,887.0
1746110539.064224,-0.0,905.0
1746110539.104515,-0.0,896.0
1746110539.143087,-0.0,903.0
1746110539.183154,9.25,903.0
1746110539.223426,18.75,919.0
1746110539.263838,42.5625,920.0
1746110539.304191,51.0,904.0
1746110539.345065,52.0,908.0
1746110539.382968,59.0,934.0
1746110539.422996,62.0,932.0
1746110539.46335,62.0,940.0
1746110539.503675,62.0,932.0
1746110539.544101,61.0,941.0
1746110539.58439,61.0,957.0
1746110539.622875,61.0,960.0
1746110539.662868,57.0,958.0
1746110539.703221,57.0,970.0
1746110539.743522,57.0,971.0
1746110539.783952,57.0,983.0
1746110539.824241,56.0,987.0
1746110539.862821,56.0,998.0
1746110539.902802,56.0,999.0
1746110539.943113,54.0,1002.0
1746110539.983574,52.0,1011.0
1746110540.023958,54.0,1014.0
1746110540.064224,52.0,1017.0
1746110540.102737,49.0,1017.0
1746110540.142734,49.0,1015.0
1746110540.183088,49.0,1031.0
1746110540.223345,47.0,1041.0
1746110540.263812,45.0,1033.0
1746110540.304109,44.0,1043.0
1746110540.342668,44.0,1039.0
1746110540.382674,44.0,1057.0
1746110540.422977,44.0,1063.0
1746110540.46335,42.0,1061.0
1746110540.503788,40.0,1061.0
1746110540.54408,42.0,1068.0
1746110540.582586,44.0,1072.0
1746110540.622571,47.0,1071.0
1746110540.663004,45.0,1067.0
1746110540.703175,45.0,1077.0
1746110540.743478,45.0,1078.0
1746110540.783963,45.0,1077.0
1746110540.824154,45.0,1081.0
1746110540.862929,44.0,1086.0
1746110540.902858,47.0,1097.0
1746110540.94312,44.0,1073.0
1746110540.983449,45.0,1074.0
1746110541.023708,45.0,1083.0
1746110541.065142,47.0,1075.0
1746110541.102501,45.0,1083.0
1746110541.143223,45.0,1091.0
1746110541.183113,45.0,1096.0
1746110541.223624,44.0,1082.0
1746110541.263585,40.0,1087.0
1746110541.30228,30.0,1082.0
1746110541.342824,10.5625,1070.0
1746110541.383119,-0.0,1041.0
1746110541.423419,-0.0,1020.0
1746110541.463801,-0.0,1061.0
1746110541.503737,-0.0,1050.0
1746110541.542152,19.375,1044.0
1746110541.582701,40.0,1097.0
1746110541.623005,47.0,1077.0
1746110541.663298,51.0,1044.0
1746110541.703194,57.0,1042.0
1746110541.743906,57.0,1053.0
1746110541.782544,59.0,1054.0
1746110541.822687,57.0,1052.0
1746110541.86289,57.0,1054.0
1746110541.902783,57.0,1054.0
1746110541.943086,57.0,1074.0
1746110541.983394,56.0,1062.0
1746110542.021952,56.0,1050.0
1746110542.061957,57.0,1065.0
1746110542.102381,54.0,1060.0
1746110542.143146,52.0,1060.0
1746110542.183412,54.0,1067.0
1746110542.223297,52.0,1064.0
1746110542.261857,51.0,1070.0
1746110542.301847,49.0,1067.0
1746110542.342199,45.0,1057.0
1746110542.38248,45.0,1062.0
1746110542.423002,44.0,1070.0
1746110542.463639,44.0,1064.0
1746110542.501765,42.0,1060.0
1746110542.541787,42.0,1067.0
1746110542.582071,44.0,1065.0
1746110542.622411,40.0,1058.0
1746110542.662856,32.0,1053.0
1746110542.703055,12.1875,1037.0
1746110542.741628,-0.0,1001.0
1746110542.781659,-0.0,1002.0
1746110542.82191,-0.0,1035.0
1746110542.862222,5.75,1020.0
1746110542.902575,33.75,1044.0
1746110542.942878,45.0,1020.0
1746110542.981531,45.0,1020.0
1746110543.021566,47.0,1016.0
1746110543.061823,49.0,1022.0
1746110543.102135,49.0,1012.0
1746110543.14244,49.0,1011.0
1746110543.182815,51.0,1028.0
1746110543.221444,51.0,1019.0
1746110543.261431,49.0,1011.0
1746110543.301727,49.0,1024.0
1746110543.342028,49.0,1014.0
1746110543.382322,47.0,1010.0
1746110543.422735,47.0,1019.0
1746110543.461316,49.0,1018.0
1746110543.501406,45.0,1022.0
1746110543.541719,49.0,1029.0
1746110543.581986,47.0,1015.0
1746110543.622207,45.0,1010.0
1746110543.662513,47.0,1027.0
1746110543.701747,49.0,1004.0
1746110543.741472,47.0,1025.0
1746110543.78163,42.0,1013.0
1746110543.821789,44.0,1015.0
1746110543.862155,42.0,1017.0
1746110543.902547,37.0,1010.0
1746110543.941337,37.0,1015.0
1746110543.981643,37.0,1008.0
1746110544.021934,35.0,1003.0
1746110544.061833,34.0,1005.0
1746110544.102146,34.0,1006.0
1746110544.142283,35.0,1005.0
1746110544.180963,34.0,999.0
1746110544.221084,34.0,994.0
1746110544.261469,34.0,998.0
1746110544.302105,34.0,994.0
1746110544.342315,35.0,990.0
1746110544.382149,34.0,992.0
1746110544.420843,35.0,993.0
1746110544.460998,34.0,983.0
1746110544.501269,37.0,999.0
1746110544.541555,35.0,984.0
1746110544.581856,40.0,978.0
1746110544.622288,44.0,990.0
1746110544.661072,44.0,984.0
1746110544.70083,47.0,982.0
1746110544.741114,49.0,989.0
1746110544.781415,57.0,997.0
1746110544.821696,56.0,1002.0
1746110544.862012,56.0,993.0
1746110544.900612,57.0,1007.0
1746110544.940795,57.0,1004.0
1746110544.98102,56.0,1006.0
1746110545.021298,57.0,1008.0
1746110545.061598,54.0,1002.0
1746110545.101885,54.0,1015.0
1746110545.140456,52.0,1016.0
1746110545.180561,52.0,1010.0
1746110545.220974,51.0,1016.0
1746110545.261184,44.0,1022.0
1746110545.301551,45.0,1017.0
1746110545.341774,45.0,1023.0
1746110545.380414,45.0,1025.0
1746110545.420453,45.0,1013.0
